problem,size,method,instance_seed,hv_ratio,num_nondominated,wallclock_sec,num_evals
Bi-TSP,20,NSGA-II,50012,0.48043888171844273,9,0.42426236800383776,1600
Bi-TSP,20,BO,50012,0.286172631847515,3,2.1684851439786144,396
Bi-TSP,20,D&L,50013,0.16409897099230242,5,8.050192878989037,1680
Bi-TSP,20,D&L-TS,50013,0.160770746095008,6,8.30542054102989,1680
Bi-TSP,20,WS-heuristic,50013,0.8625549074718957,6,0.2679045080440119,5452
Bi-TSP,20,NSGA-II,50013,0.5405327854333021,5,0.6008527050144039,1600
Bi-TSP,20,BO,50013,0.21051312029704902,3,3.2011934730107896,396
Bi-TSP,20,D&L,50014,0.2795530075514314,4,8.625578644045163,1680
Bi-TSP,20,D&L-TS,50014,0.2680957990037901,3,7.464294739998877,1680
Bi-TSP,20,WS-heuristic,50014,0.86757718320502,8,0.1686989429872483,4772
Bi-TSP,20,NSGA-II,50014,0.6016353126436806,6,0.4535129760042764,1600
Bi-TSP,20,BO,50014,0.299589643410725,3,3.083817386010196,396
Bi-TSP,50,D&L,80000,0.059412160350375616,4,17.06101965199923,1680
Bi-TSP,50,D&L-TS,80000,0.049174759991516596,2,24.066790554032195,1680
Bi-TSP,50,WS-heuristic,80000,0.8169302240620797,8,1.7252278849482536,32912
Bi-TSP,50,NSGA-II,80000,0.2514163229427386,2,0.6779217069852166,1600
Bi-TSP,50,BO,80000,0.07593246332854982,5,4.523000888002571,396
Bi-TSP,50,D&L,80001,0.05068454981910185,2,21.699942030012608,1680
Bi-TSP,50,D&L-TS,80001,0.05969134492108553,4,23.398930777038913,1680
Bi-TSP,50,WS-heuristic,80001,0.780313707416712,7,1.6964852419914678,34087
Bi-TSP,50,NSGA-II,80001,0.17918014506212263,5,0.6418731429730542,1600
Bi-TSP,50,BO,80001,0.07482740917496508,2,5.023323108965997,396
Bi-TSP,50,D&L,80002,0.04258195519178778,6,21.106590831012,1680
Bi-TSP,50,D&L-TS,80002,0.06967493861002366,4,20.203442627040204,1680
Bi-TSP,50,WS-heuristic,80002,0.767735980874231,9,1.570405661012046,31737
Bi-TSP,50,NSGA-II,80002,0.17014742761179608,6,0.5507497480139136,1600
Bi-TSP,50,BO,80002,0.09512021790264608,3,3.7346971870283596,396
Bi-TSP,50,D&L,80003,0.04722989523672816,6,21.281918174005114,1680
Bi-TSP,50,D&L-TS,80003,0.07570958327346707,3,20.834851287014317,1680
Bi-TSP,50,WS-heuristic,80003,0.8620532345360572,8,1.6366365349967964,31737
Bi-TSP,50,NSGA-II,80003,0.19709623054719022,6,0.600400276016444,1600
Bi-TSP,50,BO,80003,0.08603086776713653,3,3.7816911099944264,396
Bi-TSP,50,D&L,80004,0.05176863285826598,4,21.064080676005688,1680
Bi-TSP,50,D&L-TS,80004,0.023905751382243996,5,21.717660380003508,1680
Bi-TSP,50,WS-heuristic,80004,0.801632912357969,10,1.6464500900474377,34087
Bi-TSP,50,NSGA-II,80004,0.1496137061922356,7,0.6891599100199528,1600
Bi-TSP,50,BO,80004,0.06632584414592137,5,4.477768721990287,396
Bi-TSP,50,D&L,80005,0.056413006974529036,2,16.82921480596997,1680
Bi-TSP,50,D&L-TS,80005,0.07485802895819071,2,16.062125934986398,1680
Bi-TSP,50,WS-heuristic,80005,0.8401647060019983,9,1.3063904970185831,32912
Bi-TSP,50,NSGA-II,80005,0.19057793917039131,3,0.4708574839751236,1600
Bi-TSP,50,BO,80005,0.07871700010508247,4,2.2402418850106187,396
Bi-TSP,50,D&L,80006,0.059869590286784846,2,15.701746214006562,1680
Bi-TSP,50,D&L-TS,80006,0.07277772893741745,2,15.072101816011127,1680
Bi-TSP,50,WS-heuristic,80006,0.8354775439444936,9,0.8707013259991072,29387
Bi-TSP,50,NSGA-II,80006,0.24344589218375656,5,0.3618780589895323,1600
Bi-TSP,50,BO,80006,0.092707055593311,3,1.5764566090074368,396
Bi-TSP,50,D&L,80007,0.06473437093284955,3,13.403508196992334,1680
Bi-TSP,50,D&L-TS,80007,0.05374974021554862,6,13.178847353963647,1680
Bi-TSP,50,WS-heuristic,80007,0.7731571195150566,8,1.3298545209690928,30562
Bi-TSP,50,NSGA-II,80007,0.23933635511781895,6,0.5074897949816659,1600
Bi-TSP,50,BO,80007,0.08715022676582725,2,2.2115436010062695,396
Bi-TSP,50,D&L,80008,0.07292004552690465,5,15.037239952012897,1680
Bi-TSP,50,D&L-TS,80008,0.05582288989293217,2,16.770681745023467,1680
